,RMSE,RSR,NSE,PBIAS,Correlation,R²,KGE,MAE
Satelite,22.277004170267773,0.24253010007620265,0.9411791505570272,2.36426505949605,0.9918172825719273,0.9837015220083621,0.7745594293475354,19.537909765625
