,RMSE,RSR,NSE,PBIAS,Correlation,R²,KGE,MAE
Satelite,11.386288115214255,0.12396270050373637,0.984633248883821,1.4703949541996555,0.9929799671708587,0.9860092152026396,0.9695677064545152,7.19715538743251
